w(5119681,1,702149622118,702149620001)
w(2492710,3,702149622118,702149620002)
w(5119681,2,631978192008,631978190001)
w(2492710,3,631978192008,631978190001)
w(5119681,2,707079363325,707079360001)
w(2492710,3,707079363325,707079360001)
w(5119681,5,631978192008,631978190002)
w(2492710,6,631978192008,631978190002)
w(5119681,4,707079363325,707079360002)
w(2492710,5,707079363325,707079360002)
w(5119681,7,631978192008,631978190003)
w(2492710,8,631978192008,631978190003)
r(5119681,5,910223971453,910223970001)
r(5119681,5,85614531900,85614530001)
r(2492710,6,910223971453,910223970001)
r(2492710,6,85614531900,85614530001)
w(5119681,5,707079363325,707079360003)
w(2492710,6,707079363325,707079360003)
w(5119681,9,631978192008,631978190004)
w(2492710,10,631978192008,631978190004)
w(5119681,6,707079363325,707079360004)
w(2492710,7,707079363325,707079360004)
r(5119681,5,85614531900,85614530002)
r(5119681,5,910223971453,910223970002)
w(5119681,11,631978192008,631978190005)
w(2492710,12,631978192008,631978190005)
r(2492710,10,85614531900,85614530002)
r(2492710,10,910223971453,910223970002)
w(5119681,8,707079363325,707079360005)
w(2492710,9,707079363325,707079360005)
r(5119681,6,85614531900,85614530003)
w(5119681,34,631978192008,631978190006)
w(2492710,35,631978192008,631978190006)
r(2492710,12,85614531900,85614530003)
r(5119681,11,910223971453,910223970003)
w(5119681,9,707079363325,707079360006)
w(2492710,10,707079363325,707079360006)
r(2492710,9,910223971453,910223970003)
w(5119681,35,631978192008,631978190007)
w(2492710,36,631978192008,631978190007)
r(5119681,34,85614531900,85614530004)
r(2492710,10,85614531900,85614530004)
w(5119681,10,707079363325,707079360007)
w(2492710,11,707079363325,707079360007)
r(5119681,9,910223971453,910223970004)
w(5119681,37,631978192008,631978190008)
w(2492710,38,631978192008,631978190008)
r(2492710,36,910223971453,910223970004)
r(5119681,10,85614531900,85614530005)
w(5119681,11,707079363325,707079360008)
w(2492710,12,707079363325,707079360008)
r(2492710,11,85614531900,85614530005)
w(5119681,39,631978192008,631978190009)
w(2492710,40,631978192008,631978190009)
w(5119681,12,707079363325,707079360009)
w(2492710,13,707079363325,707079360009)
r(5119681,37,910223971453,910223970005)
r(2492710,12,910223971453,910223970005)
w(5119681,13,707079363325,707079360010)
w(2492710,14,707079363325,707079360010)
r(5119681,12,85614531900,85614530006)
w(5119681,41,631978192008,631978190010)
w(2492710,42,631978192008,631978190010)
r(2492710,13,85614531900,85614530006)
r(5119681,12,910223971453,910223970006)
r(2492710,13,910223971453,910223970006)
w(5119681,14,707079363325,707079360011)
w(2492710,15,707079363325,707079360011)
r(5119681,41,85614531900,85614530007)
w(5119681,42,631978192008,631978190011)
w(2492710,43,631978192008,631978190011)
r(2492710,42,85614531900,85614530007)
w(5119681,15,707079363325,707079360012)
w(2492710,16,707079363325,707079360012)
r(5119681,14,910223971453,910223970007)
r(5119681,42,85614531900,85614530008)
r(2492710,43,910223971453,910223970007)
w(5119681,43,631978192008,631978190012)
w(2492710,44,631978192008,631978190012)
r(2492710,16,85614531900,85614530008)
w(5119681,16,707079363325,707079360013)
w(2492710,17,707079363325,707079360013)
w(5119681,44,631978192008,631978190013)
w(2492710,45,631978192008,631978190013)
r(5119681,16,85614531900,85614530009)
w(5119681,17,707079363325,707079360014)
w(2492710,18,707079363325,707079360014)
r(5119681,16,910223971453,910223970008)
r(2492710,17,85614531900,85614530009)
r(2492710,17,910223971453,910223970008)
w(5119681,44,631978192008,631978190014)
w(2492710,45,631978192008,631978190014)
r(5119681,17,85614531900,85614530010)
w(5119681,36,707079363325,707079360015)
w(2492710,37,707079363325,707079360015)
