w(16002590,314273523440,902000084217,902000084218)
w(5203944,743674571068,902000084217,902000084219)
w(16002590,691291372381,356902812949,356902812950)
w(16002590,399676765072,794384707514,794384707515)
r(16002590,399676765072,794384707514,794384707515)
w(5203944,108070277725,356902812949,356902812951)
r(16002590,314273523440,356902812949,356902812951)
r(16002590,399676765072,356902812949,356902812952)
r(16002590,399676765072,794384707514,794384707516)
w(16002590,128089709113,356902812949,356902812952)
r(16002590,128089709113,356902812949,356902812953)
r(16002590,128089709113,356902812949,356902812953)
r(16002590,128089709113,356902812949,356902812954)
w(5203944,432594509483,356902812949,356902812954)
r(5203944,432594509483,356902812949,356902812955)
r(16002590,128089709113,794384707514,794384707518)
r(16002590,128089709113,356902812949,356902812955)
r(16002590,128089709113,794384707514,794384707518)
w(5203944,351587873274,356902812949,356902812956)
r(16002590,128089709113,356902812949,356902812956)
r(16002590,128089709113,794384707514,794384707519)
w(5203944,779873218884,356902812949,356902812957)
w(16002590,781663205423,794384707514,794384707519)
r(16002590,128089709113,356902812949,356902812957)
w(5203944,658498825785,794384707514,794384707520)
r(5203944,658498825785,794384707514,794384707520)
w(16002590,691924199272,356902812949,356902812958)
r(5203944,351587873274,356902812949,356902812958)
w(5203944,497668363873,794384707514,794384707521)
w(16002590,646083447205,794384707514,794384707521)
w(5203944,72425646369,356902812949,356902812959)
r(16002590,781663205423,356902812949,356902812959)
r(5203944,497668363873,794384707514,794384707522)
w(5203944,445365330252,794384707514,794384707522)
r(16002590,646083447205,356902812949,356902812960)
w(5203944,171959097147,356902812949,356902812960)
w(5203944,890740692790,794384707514,794384707523)
w(16002590,317236239901,794384707514,794384707523)
w(16002590,78950337208,794384707514,794384707524)
r(16002590,78950337208,794384707514,794384707524)
w(16002590,161556041508,356902812949,356902812961)
w(16002590,896096843240,356902812949,356902812961)
r(5203944,890740692790,794384707514,794384707525)
w(16002590,369907201875,356902812949,356902812962)
w(5203944,770454939859,794384707514,794384707525)
w(5203944,501848750073,356902812949,356902812962)
r(16002590,896096843240,794384707514,794384707526)
w(5203944,54766056293,356902812949,356902812963)
r(5203944,54766056293,356902812949,356902812963)
r(16002590,896096843240,794384707514,794384707526)
r(16002590,369907201875,356902812949,356902812964)
w(5203944,463449355882,356902812949,356902812964)
r(5203944,54766056293,794384707514,794384707527)
r(5203944,54766056293,794384707514,794384707527)
w(16002590,575027682305,356902812949,356902812965)
r(5203944,463449355882,356902812949,356902812965)
w(16002590,760183153737,794384707514,794384707528)
r(16002590,760183153737,794384707514,794384707528)
w(16002590,728716748723,356902812949,356902812966)
w(5203944,634072824732,356902812949,356902812966)
w(16002590,271728449826,794384707514,794384707529)
w(5203944,144838589622,794384707514,794384707529)
w(16002590,597754991564,356902812949,356902812967)
w(5203944,685296947794,794384707514,794384707530)
r(5203944,634072824732,356902812949,356902812967)
w(5203944,592202594954,794384707514,794384707530)
w(5203944,779077498722,356902812949,356902812968)
w(16002590,120899404906,794384707514,794384707531)
w(5203944,375448014887,356902812949,356902812968)
r(5203944,592202594954,794384707514,794384707531)
w(16002590,136080061500,356902812949,356902812969)
r(16002590,136080061500,356902812949,356902812969)
w(5203944,190581366685,794384707514,794384707532)
w(16002590,680441138432,794384707514,794384707532)
r(16002590,136080061500,356902812949,356902812970)
r(5203944,190581366685,794384707514,794384707533)
w(16002590,402751182756,356902812949,356902812970)
w(5203944,296866862877,794384707514,794384707533)
r(16002590,680441138432,794384707514,794384707534)
r(16002590,680441138432,356902812949,356902812971)
r(16002590,680441138432,356902812949,356902812971)
r(5203944,190581366685,794384707514,794384707534)
w(5203944,289099136077,794384707514,794384707535)
w(5203944,138435077866,356902812949,356902812972)
w(16002590,546936083559,356902812949,356902812972)
r(16002590,680441138432,794384707514,794384707535)
w(5203944,107583122194,356902812949,356902812973)
r(5203944,107583122194,356902812949,356902812973)
r(16002590,546936083559,794384707514,794384707536)
w(16002590,469502158974,794384707514,794384707536)
r(16002590,546936083559,356902812949,356902812974)
r(5203944,107583122194,356902812949,356902812974)
r(5203944,107583122194,794384707514,794384707537)
r(16002590,469502158974,794384707514,794384707537)
r(5203944,107583122194,356902812949,356902812975)
w(16002590,497421268425,356902812949,356902812975)
w(5203944,420060444535,794384707514,794384707538)
r(5203944,420060444535,794384707514,794384707538)
r(5203944,107583122194,356902812949,356902812976)
r(5203944,107583122194,356902812949,356902812976)
r(5203944,420060444535,794384707514,794384707539)
w(16002590,292190128050,794384707514,794384707539)
w(5203944,242869998349,356902812949,356902812977)
w(16002590,180479918063,356902812949,356902812977)
r(16002590,469502158974,794384707514,794384707540)
r(16002590,469502158974,794384707514,794384707540)
w(5203944,540886232635,356902812949,356902812978)
w(5203944,4375198119,356902812949,356902812978)
w(5203944,422067257387,356902812949,356902812979)
r(16002590,180479918063,794384707514,794384707541)
w(16002590,406978798945,794384707514,794384707541)
r(16002590,180479918063,356902812949,356902812979)
w(5203944,328295054901,794384707514,794384707542)
r(5203944,422067257387,356902812949,356902812980)
w(16002590,845756278569,356902812949,356902812980)
r(16002590,406978798945,794384707514,794384707542)
w(16002590,163571204689,356902812949,356902812981)
r(5203944,328295054901,356902812949,356902812981)
r(16002590,406978798945,794384707514,794384707543)
w(16002590,85032976683,794384707514,794384707543)
r(5203944,328295054901,356902812949,356902812982)
r(5203944,328295054901,794384707514,794384707544)
w(5203944,89670523323,794384707514,794384707544)
r(5203944,328295054901,356902812949,356902812982)
r(16002590,85032976683,794384707514,794384707545)
r(5203944,328295054901,356902812949,356902812983)
w(5203944,650338054792,794384707514,794384707545)
w(16002590,533660772355,356902812949,356902812983)
w(5203944,847257142772,794384707514,794384707546)
r(5203944,650338054792,356902812949,356902812984)
w(5203944,677309164124,794384707514,794384707546)
r(5203944,650338054792,356902812949,356902812984)
r(16002590,85032976683,794384707514,794384707547)
r(16002590,85032976683,356902812949,356902812985)
r(16002590,85032976683,794384707514,794384707547)
r(16002590,85032976683,356902812949,356902812985)
w(16002590,592923261628,794384707514,794384707548)
w(16002590,519983662832,794384707514,794384707548)
r(5203944,677309164124,356902812949,356902812986)
r(5203944,677309164124,356902812949,356902812986)
r(5203944,677309164124,794384707514,794384707549)
r(16002590,519983662832,794384707514,794384707549)
r(16002590,519983662832,356902812949,356902812987)
w(16002590,613879292888,356902812949,356902812987)
w(16002590,351198848492,794384707514,794384707550)
w(16002590,186806025216,356902812949,356902812988)
r(5203944,677309164124,794384707514,794384707550)
w(5203944,294825337024,356902812949,356902812988)
w(16002590,918761744512,356902812949,356902812989)
