w(16068176,1,868067852888,868067852889)
w(4089214,31,868067852888,868067852890)
w(4089214,2,718980289748,718980289749)
w(4089214,3,718980289748,718980289749)
w(16068176,3,901529455124,901529455125)
r(16068176,1,344354297405,344354297406)
w(4089214,3,718980289748,718980289750)
w(4089214,4,718980289748,718980289750)
r(16068176,3,901529455124,901529455126)
w(4089214,4,901529455124,901529455126)
r(16068176,3,718980289748,718980289751)
r(16068176,3,718980289748,718980289751)
r(16068176,3,344354297405,344354297407)
r(16068176,3,344354297405,344354297407)
w(4089214,4,901529455124,901529455127)
w(4089214,5,901529455124,901529455127)
r(16068176,3,718980289748,718980289752)
w(16068176,3,344354297405,344354297408)
r(4089214,4,718980289748,718980289752)
r(4089214,4,344354297405,344354297408)
r(4089214,5,901529455124,901529455128)
r(4089214,5,901529455124,901529455128)
r(16068176,3,344354297405,344354297409)
r(4089214,5,718980289748,718980289753)
r(16068176,3,901529455124,901529455129)
r(16068176,3,718980289748,718980289753)
r(16068176,3,344354297405,344354297409)
r(4089214,5,901529455124,901529455129)
w(4089214,4,344354297405,344354297410)
w(16068176,5,344354297405,344354297410)
r(4089214,5,718980289748,718980289754)
r(16068176,3,901529455124,901529455130)
w(4089214,8,718980289748,718980289754)
r(4089214,5,901529455124,901529455130)
w(16068176,6,344354297405,344354297411)
w(16068176,7,344354297405,344354297411)
w(4089214,7,344354297405,344354297412)
r(16068176,5,718980289748,718980289755)
r(4089214,4,718980289748,718980289755)
w(16068176,8,344354297405,344354297412)
w(16068176,8,901529455124,901529455131)
r(4089214,4,901529455124,901529455131)
w(4089214,9,718980289748,718980289756)
r(16068176,8,718980289748,718980289756)
r(16068176,8,344354297405,344354297413)
w(16068176,10,901529455124,901529455132)
w(4089214,9,344354297405,344354297413)
w(4089214,11,901529455124,901529455132)
r(16068176,8,718980289748,718980289757)
r(4089214,11,901529455124,901529455133)
r(4089214,11,718980289748,718980289757)
r(16068176,10,344354297405,344354297414)
r(4089214,11,901529455124,901529455133)
r(16068176,10,344354297405,344354297414)
r(16068176,10,901529455124,901529455134)
w(16068176,13,901529455124,901529455134)
w(4089214,11,718980289748,718980289758)
r(4089214,11,718980289748,718980289758)
w(16068176,11,344354297405,344354297415)
w(4089214,12,344354297405,344354297415)
w(16068176,12,718980289748,718980289759)
w(16068176,13,718980289748,718980289759)
r(4089214,11,901529455124,901529455135)
r(4089214,11,901529455124,901529455135)
w(16068176,12,344354297405,344354297416)
r(4089214,12,344354297405,344354297416)
w(16068176,12,718980289748,718980289760)
w(4089214,13,718980289748,718980289760)
r(4089214,12,901529455124,901529455136)
w(4089214,15,901529455124,901529455136)
w(16068176,15,901529455124,901529455137)
r(16068176,15,901529455124,901529455137)
r(16068176,12,344354297405,344354297417)
w(4089214,14,344354297405,344354297417)
r(16068176,12,718980289748,718980289761)
w(4089214,13,718980289748,718980289761)
r(16068176,15,901529455124,901529455138)
w(16068176,17,901529455124,901529455138)
w(16068176,17,901529455124,901529455139)
r(16068176,15,344354297405,344354297418)
w(4089214,15,344354297405,344354297418)
r(4089214,13,901529455124,901529455139)
w(16068176,12,718980289748,718980289762)
w(4089214,13,718980289748,718980289762)
w(4089214,17,901529455124,901529455140)
w(16068176,18,901529455124,901529455140)
r(16068176,17,344354297405,344354297419)
w(4089214,15,344354297405,344354297419)
w(4089214,13,718980289748,718980289763)
r(16068176,12,718980289748,718980289763)
w(16068176,15,344354297405,344354297420)
w(16068176,18,901529455124,901529455141)
r(16068176,18,901529455124,901529455141)
r(16068176,15,344354297405,344354297420)
r(16068176,18,901529455124,901529455142)
w(16068176,20,901529455124,901529455142)
r(16068176,15,718980289748,718980289764)
r(16068176,15,344354297405,344354297421)
w(4089214,19,901529455124,901529455143)
w(4089214,20,901529455124,901529455143)
w(16068176,15,718980289748,718980289764)
r(16068176,15,344354297405,344354297421)
w(4089214,20,901529455124,901529455144)
r(16068176,15,718980289748,718980289765)
w(4089214,21,901529455124,901529455144)
r(4089214,20,344354297405,344354297422)
r(16068176,15,718980289748,718980289765)
r(16068176,15,344354297405,344354297422)
r(4089214,21,901529455124,901529455145)
w(16068176,16,718980289748,718980289766)
w(4089214,17,718980289748,718980289766)
r(4089214,21,901529455124,901529455145)
r(16068176,15,344354297405,344354297423)
r(4089214,21,344354297405,344354297423)
w(16068176,17,718980289748,718980289767)
w(4089214,22,901529455124,901529455146)
r(16068176,16,901529455124,901529455146)
r(4089214,17,718980289748,718980289767)
w(16068176,17,344354297405,344354297424)
r(4089214,17,344354297405,344354297424)
w(16068176,22,901529455124,901529455147)
w(16068176,18,718980289748,718980289768)
r(16068176,18,718980289748,718980289768)
r(16068176,22,901529455124,901529455147)
w(16068176,19,718980289748,718980289769)
w(4089214,20,718980289748,718980289769)
w(16068176,23,901529455124,901529455148)
r(16068176,23,901529455124,901529455148)
w(4089214,18,344354297405,344354297425)
r(4089214,18,344354297405,344354297425)
w(4089214,24,901529455124,901529455149)
r(16068176,23,901529455124,901529455149)
r(16068176,23,344354297405,344354297426)
r(16068176,23,718980289748,718980289770)
r(4089214,18,718980289748,718980289770)
r(4089214,18,344354297405,344354297426)
w(16068176,25,901529455124,901529455150)
w(16068176,26,901529455124,901529455150)
w(16068176,22,344354297405,344354297427)
w(4089214,21,718980289748,718980289771)
w(16068176,22,718980289748,718980289771)
w(4089214,23,344354297405,344354297427)
w(16068176,26,901529455124,901529455151)
w(4089214,27,901529455124,901529455151)
r(16068176,22,718980289748,718980289772)
w(4089214,23,718980289748,718980289772)
r(4089214,27,901529455124,901529455152)
w(16068176,28,901529455124,901529455152)
r(16068176,26,344354297405,344354297428)
w(4089214,24,344354297405,344354297428)
r(4089214,27,718980289748,718980289773)
r(16068176,28,718980289748,718980289773)
r(16068176,28,901529455124,901529455153)
r(16068176,28,901529455124,901529455153)
r(4089214,24,344354297405,344354297429)
w(16068176,25,344354297405,344354297429)
w(16068176,29,901529455124,901529455154)
w(4089214,24,718980289748,718980289774)
w(4089214,30,901529455124,901529455154)
w(16068176,25,718980289748,718980289774)
w(4089214,48,344354297405,344354297430)
r(16068176,25,344354297405,344354297430)
r(4089214,30,901529455124,901529455155)
r(4089214,30,901529455124,901529455155)
w(16068176,25,718980289748,718980289775)
w(16068176,26,718980289748,718980289775)
r(4089214,24,344354297405,344354297431)
w(4089214,31,901529455124,901529455156)
w(4089214,32,901529455124,901529455156)
w(16068176,26,718980289748,718980289776)
r(4089214,24,344354297405,344354297431)
w(16068176,27,718980289748,718980289776)
w(16068176,50,344354297405,344354297432)
r(16068176,50,344354297405,344354297432)
r(4089214,32,901529455124,901529455157)
w(4089214,33,901529455124,901529455157)
r(4089214,32,718980289748,718980289777)
r(4089214,32,718980289748,718980289777)
r(4089214,32,344354297405,344354297433)
r(16068176,50,344354297405,344354297433)
r(4089214,32,901529455124,901529455158)
r(4089214,32,718980289748,718980289778)
w(16068176,33,901529455124,901529455158)
w(16068176,28,718980289748,718980289778)
w(16068176,52,344354297405,344354297434)
w(4089214,53,344354297405,344354297434)
w(16068176,33,901529455124,901529455159)
w(4089214,28,718980289748,718980289779)
r(16068176,28,718980289748,718980289779)
r(4089214,32,901529455124,901529455159)
w(16068176,53,344354297405,344354297435)
r(16068176,53,344354297405,344354297435)
w(16068176,34,901529455124,901529455160)
r(16068176,34,901529455124,901529455160)
r(16068176,53,344354297405,344354297436)
r(4089214,28,718980289748,718980289780)
w(4089214,55,344354297405,344354297436)
w(4089214,31,718980289748,718980289780)
w(16068176,35,901529455124,901529455161)
r(16068176,35,901529455124,901529455161)
w(4089214,31,718980289748,718980289781)
r(16068176,34,344354297405,344354297437)
w(16068176,55,344354297405,344354297437)
w(16068176,36,901529455124,901529455162)
w(16068176,37,901529455124,901529455162)
r(16068176,35,718980289748,718980289781)
w(16068176,55,344354297405,344354297438)
w(16068176,56,344354297405,344354297438)
r(4089214,55,901529455124,901529455163)
w(4089214,56,344354297405,344354297439)
r(4089214,56,344354297405,344354297439)
r(4089214,55,901529455124,901529455163)
r(4089214,31,718980289748,718980289782)
w(16068176,33,718980289748,718980289782)
r(16068176,56,344354297405,344354297440)
w(4089214,38,901529455124,901529455164)
w(4089214,63,344354297405,344354297440)
w(16068176,39,901529455124,901529455164)
w(16068176,33,718980289748,718980289783)
r(16068176,33,718980289748,718980289783)
r(16068176,56,344354297405,344354297441)
r(4089214,38,344354297405,344354297441)
r(16068176,39,901529455124,901529455165)
w(16068176,40,901529455124,901529455165)
r(16068176,33,718980289748,718980289784)
r(4089214,38,718980289748,718980289784)
w(4089214,64,344354297405,344354297442)
w(16068176,41,901529455124,901529455166)
w(4089214,42,901529455124,901529455166)
r(16068176,33,344354297405,344354297442)
w(16068176,35,718980289748,718980289785)
w(4089214,36,718980289748,718980289785)
w(16068176,42,901529455124,901529455167)
w(16068176,66,344354297405,344354297443)
